product_a_id,product_b_id,score,decision,name_a,name_b,brand_a,brand_b,retailer_a,retailer_b,price_a,price_b,dimension_a,dimension_b,explanation
3720,3804,0.7095,no_merge,Base Time Wise 3D Beige N200,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7284,7990,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
3720,3908,0.7091,no_merge,Base Time Wise 3D Beige N200,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7284,7090,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
1687,1728,0.7089,no_merge,Espumas Banho Banheira Relaxante Lavanda Hidromassagem Spa Ofurô,Kit 3 Sais De Banho e 3 Espumas para Banheira Hidromassagem Ofurô Lavanda Alecrim Verbena,bagnare,bagnare,amazon_br,amazon_br,2932,17800,,,brand_match:bagnare; title_medium:0.88; model_match:1o; size_ambiguous; shade_match:lavanda; scent_match:lavanda; pack_missing_one_side; penalty:conflicting_global_identifier
3065,3831,0.7088,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W160),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W100),mary kay,mary kay,amazon_br,amazon_br,7990,6390,30ml,30ml,brand_match:mary kay; title_high:0.92; model_match:3d; size_ambiguous; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
510,552,0.7087,no_merge,"Calvin Klein Euphoria Feminino Eau De Parfum 100Ml,","Calvin Klein Eternity Feminino Eau De Parfum, Calvin Klein Eternity",calvin klein,calvin klein,amazon_br,amazon_br,36000,36699,100ml,,brand_match:calvin klein; title_medium:0.89; model_missing_one_side; size_missing_one_side; scent_match:floral; pack_missing_one_side; category_exact; price_close
3908,3978,0.7087,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,7090,7500,30ml,30ml,brand_match:mary kay; title_medium:0.89; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3281,4022,0.7086,no_merge,Gloss Labial Emotion Disney 100 Bruna Tavares 5g,BRUNA TAVARES DISNEY 100 GLOSS LABIAL FANTASYLAND,bruna tavares,bruna tavares,amazon_br,amazon_br,4890,3999,5g,,brand_match:bruna tavares; title_medium:0.87; model_missing_one_side; size_match:5g; category_exact
2833,2638,0.7084,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N150),Base Time Wise 3D Beige W180,mary kay,mary kay,amazon_br,amazon_br,7500,7000,30ml,,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
3537,4318,0.7084,no_merge,BT SKINPLUSH CORRETIVO L3040,BT SKINPLUSH L3040,bruna tavares,bruna tavares,amazon_br,amazon_br,5299,6561,,,brand_match:bruna tavares; title_high:1.00; model_match:l3040; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
3253,3978,0.7083,no_merge,Base Time Wise 3D Ivory W150,Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,7284,7500,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
1009,1034,0.7083,no_merge,Escova Secadora Black Gold Argan Mondial ES-15 ESCOVA SECADORA ES-15 BIVOLT .,Escova Secadora Mondial Black Tiffany 1300W Bivolt - ES-16,mondial,mondial,amazon_br,amazon_br,15890,16390,,,"brand_match:mondial; title_medium:0.85; model_match:127v,200w,220v; color_match:black; shade_match:preto; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
2638,4039,0.7082,no_merge,Base Time Wise 3D Beige W180,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N190),mary kay,mary kay,amazon_br,amazon_br,7000,7000,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
2638,3834,0.7081,no_merge,Base Time Wise 3D Beige W180,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige C110),mary kay,mary kay,amazon_br,amazon_br,7000,7500,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
3422,3448,0.708,no_merge,Contém 1g Delineador Líquido Para Olhos (Liquid Liner) Quase Preto - Eclipse 3Ml,Contém 1g Delineador Líquido Para Olhos Glitter (Liquid Liner) - Galáctica 3Ml,contém 1 g,contém 1 g,amazon_br,amazon_br,4226,4086,3ml,3ml,brand_match:contem 1 g; title_medium:0.86; model_match:3d; size_ambiguous; pack_match:4; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
3080,3834,0.7076,no_merge,BASE TIME WISE 3D MARY KAY (bege n190),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige C110),mary kay,mary kay,amazon_br,amazon_br,7500,7500,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant
1216,1235,0.7071,no_merge,Karsten Toalha De Rosto Hera - Branco 48 x 80 Q,Karsten Toalha de Rosto Lumina Mineral com Cinza 48 X 80,karsten,karsten,amazon_br,amazon_br,3418,3490,,,brand_match:karsten; title_medium:0.82; model_match:60oc; size_ambiguous; pack_match:48; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1235,1248,0.7071,no_merge,Karsten Toalha de Rosto Lumina Mineral com Cinza 48 X 80,KARSTEN - T.ROSTO UNIKA-80204,karsten,karsten,amazon_br,amazon_br,3490,3690,,,brand_match:karsten; model_match:60oc; size_ambiguous; shade_match:cinza; pack_match:48; category_exact; price_close; penalty:conflicting_global_identifier
2513,2987,0.7068,no_merge,VULT MEGA BASE COR V170 26ML,VULT MEGA BASE COR V120 26ML,vult,vult,amazon_br,amazon_br,1889,2366,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
2457,2987,0.7068,no_merge,VULT MEGA BASE COR V220 26ML,VULT MEGA BASE COR V120 26ML,vult,vult,amazon_br,amazon_br,1889,2366,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
2987,3642,0.7067,no_merge,VULT MEGA BASE COR V120 26ML,VULT MEGA BASE COR V150 26ML,vult,vult,amazon_br,amazon_br,2366,2977,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
1702,1769,0.7065,no_merge,Papi Textil Toalha De Banho Papi Soft C/Capuz Bord 90Cm X 75Cm Contem 01 Un,Papi Textil Toalha De Banho Soft Papi Friends C/Capuz Bord. 90Cm X 75Cm Contem 01 Un,papi desde 1974,papi desde 1974,amazon_br,amazon_br,4408,6128,,,"brand_match:papi desde 1974; title_high:1.00; model_match:75cm,90cm; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
925,984,0.7061,no_merge,Escova Secadora Britânia BEC02PR Bivolt 4 em 1 1300W,Escova Secadora Britânia Bivolt 1300W 4 em 1 Infrared BES36 Viih Tube,britânia,britânia,amazon_br,amazon_br,8009,11900,,,brand_match:britania; title_high:0.92; model_match:1300w; size_missing_one_side; shade_match:rosa; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
1772,1769,0.7056,no_merge,Papi Textil Toalha De Banho Papi Soft C/Capuz Bord 90Cm X 75Cm Contem 01 Un,Papi Textil Toalha De Banho Soft Papi Friends C/Capuz Bord. 90Cm X 75Cm Contem 01 Un,papi desde 1974,papi desde 1974,amazon_br,amazon_br,4408,6128,,,"brand_match:papi desde 1974; title_high:1.00; model_match:75cm,90cm; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
925,1049,0.7053,no_merge,Escova Secadora Britânia BEC02PR Bivolt 4 em 1 1300W,Escova Secadora Britânia BES12V Soft 1300w Bivolt,britânia,britânia,amazon_br,amazon_br,8009,15646,,,brand_match:britania; title_medium:0.86; model_match:1300w; size_missing_one_side; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1235,1298,0.7052,no_merge,Karsten Toalha de Rosto Lumina Mineral com Cinza 48 X 80,Karsten Toalha De Rosto Magna - Branco 48 x 80 Q,karsten,karsten,amazon_br,amazon_br,3490,3300,,,brand_match:karsten; title_medium:0.81; model_match:60oc; size_ambiguous; pack_match:48; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
971,1984,0.7051,no_merge,GA.MA ITALY Escova Secadora Lichia 3D Bivolt,GA.MA ITALY Escova Secadora Stylish Keration Brush 3D Bivolt,ga.ma italy professional,ga.ma italy professional,amazon_br,amazon_br,16900,16380,,,brand_match:ga ma italy professional; title_high:0.91; model_match:3d; size_match:505g; pack_match:41; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
3080,3978,0.7049,no_merge,BASE TIME WISE 3D MARY KAY (bege n190),Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,7500,7500,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
1001,1113,0.7046,no_merge,MONDIAL Escova Secadora Mondial Golden Rose 1200W Bivolt - Es-Ju-01,"Escova Secadora, Mondial, Golden Rose, 1200W, 220V - ES-02",mondial,mondial,amazon_br,amazon_br,16799,19700,,,"brand_match:mondial; title_high:0.92; model_match:1200w,220v; color_match:rose; shade_match:golden; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
172,2701,0.7043,no_merge,Base Time Wise 3D Ivory N160,Base Time Wise 3D Beige W160,mary kay,mary kay,amazon_br,amazon_br,6984,7400,,,brand_match:mary kay; title_medium:0.82; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
3861,3978,0.7042,no_merge,Base Time Wise 3D Ivory W130,Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,7500,7500,,30ml,"brand_match:mary kay; title_medium:0.78; model_match:3d,w130; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant"
2524,3329,0.7038,no_merge,Base Time Wise 3D Beige N150,Base Time Wise 3D Ivory N140,mary kay,mary kay,amazon_br,amazon_br,7400,7500,,,brand_match:mary kay; title_medium:0.82; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
1630,1777,0.7038,no_merge,"Ponjita, 3M, Esponja para Banho, Espuma Abundante","Ponjita, 3M, Esponja para Banho, Dupla Face, Delicada",3m,3m,amazon_br,amazon_br,969,2442,,,brand_match:3m; title_medium:0.77; model_match:3m; color_match:branca; shade_match:branca; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size
975,1065,0.7035,no_merge,"Escova Rotativa, Mondial, Preto/Golden Rose, 1200W, Bivolt - ERB-01","Escova Secadora Argan, Mondial, Preto/Golden Rose, 1200W, Bivolt - ES-14-BI",mondial,mondial,amazon_br,amazon_br,14240,17535,,,"brand_match:mondial; title_medium:0.85; model_match:1200w,127v,200w; color_match:black; shade_match:preto; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant"
2638,3065,0.7035,no_merge,Base Time Wise 3D Beige W180,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W160),mary kay,mary kay,amazon_br,amazon_br,7000,7990,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
2595,2600,0.7034,no_merge,Base diorskin forever teint haute perfection tenue extrême spf 25,Base diorskin forever compacte teint haute perfection confort et tenue extreme spf 25,Dior,Dior,sephora,sephora,,,,,brand_match:dior; title_high:1.00; size_missing_both; category_exact
2638,4199,0.7032,no_merge,Base Time Wise 3D Beige W180,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W100),mary kay,mary kay,amazon_br,amazon_br,7000,7500,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
3253,4039,0.7025,no_merge,Base Time Wise 3D Ivory W150,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N190),mary kay,mary kay,amazon_br,amazon_br,7284,7000,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_match:2; category_exact; price_close
976,1078,0.7024,no_merge,"Escova Secadora, Mondial, Branco/Rose Gold, 1200W, Bivolt - ES-50","Escova Secadora, Mondial, Golden Rose, 1200W, 110V - ES-02",mondial,mondial,amazon_br,amazon_br,11820,19700,,,"brand_match:mondial; title_medium:0.83; model_match:1200w,127v; size_match:510g; pack_match:8; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
1224,1255,0.7023,no_merge,Toalha de Rosto 100% Algodão Teka Solare,Toalha de Rosto Jacquard 100% Algodão Teka Florença,teka,teka,amazon_br,amazon_br,2616,1818,,,"brand_match:teka; title_high:0.90; model_match:110oc,60oc; size_ambiguous; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
1705,1734,0.7019,no_merge,"Ponjita, 3M, Esponja de Banho Infantil, Bob Esponja - 1 Unidade","Ponjita, 3M, Esponja de Banho, Esfoliação Profunda - 1 Unidade, Amarelo",3m,3m,amazon_br,amazon_br,1619,799,,,brand_match:3m; title_medium:0.85; model_match:3m; shade_match:amarelo; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size
2833,2701,0.7016,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N150),Base Time Wise 3D Beige W160,mary kay,mary kay,amazon_br,amazon_br,7500,7400,30ml,,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:bege; category_exact; price_close; penalty:clearly_incompatible_variant
2524,3518,0.7014,no_merge,Base Time Wise 3D Beige N150,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W180),mary kay,mary kay,amazon_br,amazon_br,7400,7484,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:beige; category_exact; price_close; penalty:clearly_incompatible_variant
432,1820,0.7014,no_merge,"Maybelline NY The Colossal Volum' Express, Kit Máscaras de Cílios, Volume Colossal, Remoção Instantânea com Água, Fórmula com Colágeno, Cor Preto, 2 Unidades","Maybelline NY The Colossal Volum' Express, Máscara de Cílios À Prova d'Água, 9x mais Volume por até 24h, Fórmula de Colágeno e Definição Intensa, Não Empelota, Cor Preto, 8ml",maybelline,maybelline,amazon_br,amazon_br,6490,3932,,8ml,brand_match:maybelline; title_medium:0.77; model_match:9x; size_ambiguous; color_match:preto; shade_match:preto; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1696,1718,0.7014,no_merge,Sais De Banho E Espuma Para Banheira Hidro Relaxante Alecrim,Kit Sais De Banho Banheira Hidro Relaxante Refrescante 4 Aromas,bagnare cosméticos,bagnare cosméticos,amazon_br,amazon_br,7850,10632,,,"brand_match:bagnare cosmeticos; title_medium:0.78; model_match:1o,2o,3o; size_ambiguous; pack_match:2; penalty:conflicting_global_identifier"
2701,4039,0.7013,no_merge,Base Time Wise 3D Beige W160,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N190),mary kay,mary kay,amazon_br,amazon_br,7400,7000,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_match:2; category_exact; price_close; penalty:clearly_incompatible_variant
2074,2156,0.7013,no_merge,Ruby Rose - Sombra De Sobrancelha Hbf572,Sombra de Sobrancelha Ruby Rose HB-9354 ou HBF572 (Mesmo produto),ruby rose,ruby rose,amazon_br,amazon_br,1350,1391,,,brand_match:ruby rose; title_high:1.00; model_match:hbf572; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
2524,4039,0.7009,no_merge,Base Time Wise 3D Beige N150,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N190),mary kay,mary kay,amazon_br,amazon_br,7400,7000,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:beige; category_exact; price_close; penalty:clearly_incompatible_variant
2833,3914,0.7007,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N150),Base Time Wise 3D Beige C120,mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:bege; category_exact; price_close; penalty:clearly_incompatible_variant
1006,1022,0.7004,no_merge,"Escova Secadora PHILCO PES14 Soft 1300w Bivolt, Cinza",Escova Rotativa Philco Bivolt 1300W Opção Secador PER02,philco,philco,amazon_br,amazon_br,16452,13656,,,brand_match:philco; model_match:1300w; size_match:700g; shade_match:cinza; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1012,1969,0.7003,no_merge,"Escova Secadora InfraRed, Mondial, Azul/Golden Rose, 1200W, Bivolt - ES-01-IR","MONDIAL Escova Secadora Keratin, Bivolt, 1200W, Grafite/Golden Rose - ES-11-BI",mondial,mondial,amazon_br,amazon_br,15990,12302,,,"brand_match:mondial; title_medium:0.84; model_match:1200w,127v,220v; size_match:550g; color_match:rose; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
