product_a_id,product_b_id,score,decision,name_a,name_b,brand_a,brand_b,retailer_a,retailer_b,price_a,price_b,dimension_a,dimension_b,explanation
2513,3642,0.7506,no_merge,VULT MEGA BASE COR V170 26ML,VULT MEGA BASE COR V150 26ML,vult,vult,amazon_br,amazon_br,1889,2977,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1702,1774,0.7501,no_merge,Papi Textil Toalha De Banho Papi Soft C/Capuz Bord 90Cm X 75Cm Contem 01 Un,Papi Textil Toalha De Banho Soft Papi Friends C/Capuz Bord. 90Cm X 75Cm Contem 01 Un,papi desde 1974,papi desde 1974,amazon_br,amazon_br,4408,6450,,,"brand_match:papi desde 1974; title_high:1.00; model_match:75cm,90c,90cm; size_match:75000ml; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
2513,2885,0.7498,no_merge,VULT MEGA BASE COR V170 26ML,VULT MEGA BASE COR V180 26ML,vult,vult,amazon_br,amazon_br,1889,2690,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3978,4199,0.7497,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W100),mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,30ml,brand_match:mary kay; title_high:0.91; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier
1702,1748,0.7496,no_merge,Papi Textil Toalha De Banho Papi Soft C/Capuz Bord 90Cm X 75Cm Contem 01 Un,Papi Textil Toalha De Banho Soft Papi Friends C/Capuz Bord. 90Cm X 75Cm Contem 01 Un,papi desde 1974,papi desde 1974,amazon_br,amazon_br,4408,6176,,,"brand_match:papi desde 1974; title_high:1.00; model_match:75cm,90c,90cm; size_match:75000ml; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
3323,3329,0.7495,no_merge,Base Time Wise 3D Ivory C110,Base Time Wise 3D Ivory N140,mary kay,mary kay,amazon_br,amazon_br,7500,7500,,,brand_match:mary kay; title_high:0.93; model_match:3d; shade_match:ivory; category_exact; price_close; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
2457,2513,0.7493,no_merge,VULT MEGA BASE COR V220 26ML,VULT MEGA BASE COR V170 26ML,vult,vult,amazon_br,amazon_br,1889,1889,26ml,26ml,brand_match:vult; title_high:0.93; model_match:5hse; size_ambiguous; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1748,1772,0.7491,no_merge,Papi Textil Toalha De Banho Soft Papi Friends C/Capuz Bord. 90Cm X 75Cm Contem 01 Un,Papi Textil Toalha De Banho Papi Soft C/Capuz Bord 90Cm X 75Cm Contem 01 Un,papi desde 1974,papi desde 1974,amazon_br,amazon_br,6176,4408,,,"brand_match:papi desde 1974; title_high:1.00; model_match:75cm,90c,90cm; size_match:75000ml; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
1772,1774,0.749,no_merge,Papi Textil Toalha De Banho Papi Soft C/Capuz Bord 90Cm X 75Cm Contem 01 Un,Papi Textil Toalha De Banho Soft Papi Friends C/Capuz Bord. 90Cm X 75Cm Contem 01 Un,papi desde 1974,papi desde 1974,amazon_br,amazon_br,4408,6450,,,"brand_match:papi desde 1974; title_high:1.00; model_match:75cm,90c,90cm; size_match:75000ml; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
2715,4041,0.7489,no_merge,Pó Facial Compacto Melu RR8532 MC50 RubyRose,Pó Facial Compacto Melu RR8536 E160 RubyRose,ruby rose,ruby rose,amazon_br,amazon_br,2097,1913,,,brand_match:ruby rose; title_high:0.91; model_match:rr853; size_ambiguous; color_match:rose; shade_match:colorido; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2861,3642,0.7489,no_merge,VULT MEGA BASE COR V200 26ML,VULT MEGA BASE COR V150 26ML,vult,vult,amazon_br,amazon_br,2590,2977,26ml,26ml,brand_match:vult; title_high:0.93; model_match:5hse; size_ambiguous; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3065,3978,0.7486,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W160),Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,7990,7500,30ml,30ml,brand_match:mary kay; title_high:0.91; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier
2861,2885,0.7483,no_merge,VULT MEGA BASE COR V200 26ML,VULT MEGA BASE COR V180 26ML,vult,vult,amazon_br,amazon_br,2590,2690,26ml,26ml,brand_match:vult; title_high:0.93; model_match:5hse; size_ambiguous; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1089,1983,0.7483,no_merge,Secador de Cabelo Tourmaline Preto 2100W Taiff 127V,"Taiff SECADOR TOURMALINE 2100W 220, preto",taiff,taiff,amazon_br,amazon_br,26789,25900,,,brand_match:taiff; title_high:0.95; model_match:2100w; size_missing_both; color_match:preto; shade_match:preto; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3342,2962,0.7482,no_merge,"Lapiseira Sobrancelha Clarete 350mg Quem Disse, Berenice?","Lapiseira Sobrancelha Escurete 350mg Quem Disse, Berenice?",quem disse berenice,quem disse berenice,amazon_br,amazon_br,5550,4990,350mg,350mg,brand_match:quem disse berenice; title_high:0.95; model_match:350mg; size_missing_both; category_exact; price_close; penalty:conflicting_global_identifier
999,1044,0.7481,no_merge,Escova Secadora Alisadora Revlon Volumizer Plus 127v,Revlon - Escova Secadora Revlon Volumizer Plus Celebrate 127v,revlon,revlon,amazon_br,amazon_br,38279,34698,,,"brand_match:revlon; title_medium:0.89; model_match:127v,rvdr5298; size_match:790g; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
2833,3518,0.748,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N150),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W180),mary kay,mary kay,amazon_br,amazon_br,7500,7484,30ml,30ml,brand_match:mary kay; title_high:0.96; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
1132,1992,0.7475,no_merge,L’Oréal Paris L'Oréal Paris Revitalift Hialurônico Diurno Fps 20 - Creme Facial Anti-Idade 49G,"Creme Facial Anti-idade L'Oréal Paris Revitalift Hialurônico Noturno, 49g",l'oreal paris,l'oreal paris,amazon_br,amazon_br,3325,3140,49g,49g,brand_match:loreal; title_high:0.94; model_match:1000x; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier
2833,3834,0.7473,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N150),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige C110),mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,30ml,brand_match:mary kay; title_high:0.96; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
3831,3978,0.747,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W100),Base liquida matte Timewise® 3D Mary kay - 30ml (Ivory W130),mary kay,mary kay,amazon_br,amazon_br,6390,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier
1217,1218,0.7469,no_merge,"Kit Toalhas De Rosto, 3 Pe�as, Medalh�o, Corttex, Algod�o, Jacquard, Alta Absor��o, 450g/m� - Altihaus (Marinho)","Kit Toalhas De Rosto, 3 Pe�as, Medalh�o, Corttex, Algod�o, Jacquard, Alta Absor��o, 450g/m� - Altihaus (Rosa)",altihaus,altihaus,amazon_br,amazon_br,9900,9900,450g,450g,"brand_match:altihaus; title_high:0.97; model_match:50cm,70c,70cm; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
3023,4147,0.7462,no_merge,"BT VELVET/2X1 PRIMER/SOMBRA LÍQUIDA CAPPUCCINO!, Bruna Tavares","BT VELVET/2X1 PRIMER/SOMBRA LÍQUIDA PALE!, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,6590,5990,,,brand_match:bruna tavares; title_high:0.95; model_match:2x1; size_match:49g; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
4237,4425,0.7462,no_merge,MELU - GLOSS LABIAL GINGA BOROGODÓ MADE IN RRL6405-4,MELU - GLOSS LABIAL GINGA JEITINHO MADE IN RRL6405-3,melu,melu,amazon_br,amazon_br,3594,2190,,,brand_match:melu; title_medium:0.88; model_match:rrl6405; size_match:20g; color_match:rose; pack_match:4; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2819,4341,0.7461,no_merge,Catharine Hill - Base Líquida Alta Cobertura,Base Alta Cobertura Catharine Hill Chill 30 ml (AC01 - Fundo Amarelado),catharine hill,catharine hill,amazon_br,amazon_br,4931,6490,,30ml,brand_match:catharine hill; title_medium:0.89; model_match:ac2022; size_ambiguous; pack_match:5; category_exact; penalty:conflicting_global_identifier
253,354,0.7458,no_merge,"Kit Clareador Facial e Anti Idade - Sabonete Tranexâmico, Mandel Arbuty, Bi Hyalo Repair Z17","Kit Sabonete Tranexâmico, Mandel Arbuty, Glyco Niacinamida - Tratamento de Melasma, Rugas e Oleosidade Facial Z18",zaniah dermocosméticos,zaniah dermocosméticos,amazon_br,amazon_br,17600,17900,,,"brand_match:zaniah dermocosmeticos; model_match:1o,2o,3o; size_ambiguous; pack_match:19; category_exact; price_close"
1010,1042,0.7452,no_merge,Escova Secadora Cadence Diva 4 em 1-127V,Escova Secadora Cadence Diva 4 em 1-220V,cadence,cadence,amazon_br,amazon_br,9900,9990,,,brand_match:cadence; title_high:0.95; model_match:esc704; shade_match:vermelha; pack_match:4; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size
990,1022,0.7451,no_merge,Escova Rotativa Philco 5 em 1 Bivolt 1300W PER03,Escova Rotativa Philco Bivolt 1300W Opção Secador PER02,philco,philco,amazon_br,amazon_br,26489,13656,,,brand_match:philco; title_medium:0.84; model_match:1300w; size_missing_one_side; shade_match:cinza; pack_match:8; category_exact; penalty:conflicting_global_identifier
3448,4119,0.7449,no_merge,Contém 1g Delineador Líquido Para Olhos Glitter (Liquid Liner) - Galáctica 3Ml,Contém 1g Delineador Líquido Para Olhos Glitter (Liquid Liner) - Interestelar 3ml,contém 1 g,contém 1 g,amazon_br,amazon_br,4086,3790,3ml,3ml,brand_match:contem 1 g; title_high:0.93; model_match:3d; size_ambiguous; pack_match:4; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2638,3518,0.7444,no_merge,Base Time Wise 3D Beige W180,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W180),mary kay,mary kay,amazon_br,amazon_br,7000,7484,,30ml,"brand_match:mary kay; title_medium:0.78; model_match:3d,w180; size_ambiguous; pack_missing_one_side; category_exact; price_close"
3518,4199,0.7434,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W180),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W100),mary kay,mary kay,amazon_br,amazon_br,7484,7500,30ml,30ml,brand_match:mary kay; title_high:0.98; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3005,3676,0.7433,no_merge,Magic Color Gloss Matizador 3D Morena Iluminada Avelã – Efeito Loiro Natural Dourado,Magic Color Gloss Matizador 3D Morena Iluminada Doce De Leite – Efeito Loiro Médio Dourado,magic color,magic color,amazon_br,amazon_br,4990,4654,,,brand_match:magic color; title_high:0.91; model_match:3d; size_ambiguous; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
172,3720,0.7433,no_merge,Base Time Wise 3D Ivory N160,Base Time Wise 3D Beige N200,mary kay,mary kay,amazon_br,amazon_br,6984,7284,,,brand_match:mary kay; title_medium:0.79; model_match:3d; size_match:40g; category_exact; price_close; penalty:clearly_incompatible_variant
2559,3363,0.7431,no_merge,"Maybelline NY Base Líquida Fit Me Matte FPS 22 e proteção UVA, Proporciona efeito natural, se adapta a pele, controla a oleaosidade, Cor 110 (Antiga N70), 30ml","Base Líquida Maybelline NY Fit Me Matte FPS 22 Cor 332 (Antiga B220), 30ml",maybelline,maybelline,amazon_br,amazon_br,5590,5668,30ml,30ml,"brand_match:maybelline; title_high:0.93; model_match:b100,b140,b150; size_ambiguous; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
1027,1098,0.7429,no_merge,Secador de cabelo modelador 3 em 1 INFINITIPRO BY CONAIR Secador de cabelo 1875W com tecnologia cerâmica e 3 acessórios,"Conair Secador de cabelo estilo 3 em 1, secador de cabelo 1875W com tecnologia iônica e 3 acessórios",conair,conair,amazon_br,amazon_br,81100,46298,,,brand_match:conair; title_high:0.90; model_match:1875w; size_missing_one_side; pack_missing_one_side; category_exact; penalty:clearly_incompatible_variant
2712,3023,0.7427,no_merge,Bruna Tavares Bt Velvet/2X1 Primer/Sombra Líquida Black!,"BT VELVET/2X1 PRIMER/SOMBRA LÍQUIDA CAPPUCCINO!, Bruna Tavares",bruna tavares,bruna tavares,amazon_br,amazon_br,5990,6590,,,brand_match:bruna tavares; title_high:0.94; model_match:2x1; size_match:49g; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3065,3518,0.7426,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W160),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W180),mary kay,mary kay,amazon_br,amazon_br,7990,7484,30ml,30ml,brand_match:mary kay; title_high:0.98; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
4202,4550,0.7423,no_merge,Marble Glow Beach Sunset RRF8601 Melu,Marble Glow Golden Hour RRF8603 Melu,melu,melu,amazon_br,amazon_br,2390,1998,,,brand_match:melu; model_match:rrf860; size_match:11g; color_match:rose; shade_match:multi; pack_match:6; category_exact; penalty:conflicting_global_identifier
2513,2861,0.7422,no_merge,VULT MEGA BASE COR V170 26ML,VULT MEGA BASE COR V200 26ML,vult,vult,amazon_br,amazon_br,1889,2590,26ml,26ml,brand_match:vult; title_high:0.93; model_match:5hse; size_ambiguous; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3080,3518,0.7421,no_merge,BASE TIME WISE 3D MARY KAY (bege n190),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W180),mary kay,mary kay,amazon_br,amazon_br,7500,7484,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_match:2; category_exact; price_close
2524,3834,0.742,no_merge,Base Time Wise 3D Beige N150,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige C110),mary kay,mary kay,amazon_br,amazon_br,7400,7500,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; shade_match:beige; pack_match:3; category_exact; price_close
2524,3253,0.742,no_merge,Base Time Wise 3D Beige N150,Base Time Wise 3D Ivory W150,mary kay,mary kay,amazon_br,amazon_br,7400,7284,,,brand_match:mary kay; title_medium:0.82; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant
2457,3642,0.7419,no_merge,VULT MEGA BASE COR V220 26ML,VULT MEGA BASE COR V150 26ML,vult,vult,amazon_br,amazon_br,1889,2977,26ml,26ml,brand_match:vult; title_high:0.93; model_match:5hse; size_ambiguous; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1008,1969,0.7418,no_merge,"Escova Secadora, Mondial, Golden Rose, 1200W, Bivolt - ES-02-BI","MONDIAL Escova Secadora Keratin, Bivolt, 1200W, Grafite/Golden Rose - ES-11-BI",mondial,mondial,amazon_br,amazon_br,11305,12302,,,"brand_match:mondial; title_high:0.97; model_match:1200w,127v,200w; size_match:550g; color_match:rose; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant"
2946,3005,0.7416,no_merge,Magic Color Gloss Matizador 3D Morena Iluminada Amêndoa – Efeito Marrom Dourado,Magic Color Gloss Matizador 3D Morena Iluminada Avelã – Efeito Loiro Natural Dourado,magic color,magic color,amazon_br,amazon_br,4600,4990,,,brand_match:magic color; title_medium:0.89; model_match:3d; size_ambiguous; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3831,4035,0.7415,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W100),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W120),mary kay,mary kay,amazon_br,amazon_br,6390,7500,30ml,30ml,brand_match:mary kay; title_high:0.98; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1918,1985,0.7415,no_merge,"Secador 2000w 127v, Taiff, Style 333, Preto, Pequeno","Secador Taiff Black Ion, 2000W, 127V, Preto",taiff,taiff,amazon_br,amazon_br,16731,22990,,,"brand_match:taiff; title_medium:0.86; model_match:127v,2000w; size_match:687g; shade_match:preto; pack_match:20; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant"
2457,2885,0.7414,no_merge,VULT MEGA BASE COR V220 26ML,VULT MEGA BASE COR V180 26ML,vult,vult,amazon_br,amazon_br,1889,2690,26ml,26ml,brand_match:vult; title_high:0.93; model_match:5hse; size_ambiguous; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3831,3908,0.7408,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W100),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,6390,7090,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier
2946,3676,0.7407,no_merge,Magic Color Gloss Matizador 3D Morena Iluminada Amêndoa – Efeito Marrom Dourado,Magic Color Gloss Matizador 3D Morena Iluminada Doce De Leite – Efeito Loiro Médio Dourado,magic color,magic color,amazon_br,amazon_br,4600,4654,,,brand_match:magic color; title_medium:0.89; model_match:3d; size_ambiguous; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3080,3861,0.7403,no_merge,BASE TIME WISE 3D MARY KAY (bege n190),Base Time Wise 3D Ivory W130,mary kay,mary kay,amazon_br,amazon_br,7500,7500,,,brand_match:mary kay; title_medium:0.76; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
2638,3080,0.7398,no_merge,Base Time Wise 3D Beige W180,BASE TIME WISE 3D MARY KAY (bege n190),mary kay,mary kay,amazon_br,amazon_br,7000,7500,,,brand_match:mary kay; title_medium:0.78; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
2524,3914,0.7395,no_merge,Base Time Wise 3D Beige N150,Base Time Wise 3D Beige C120,mary kay,mary kay,amazon_br,amazon_br,7400,7500,,,brand_match:mary kay; title_high:0.93; model_match:3d; size_ambiguous; category_exact; price_close; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
3010,3639,0.7394,no_merge,Eudora Soul Turbo 7.0 Máscara para Cílios 10g,Eudora SOUL Turbo Máscara de Cílios 10g,eudora,eudora,amazon_br,amazon_br,,5490,10g,10g,"brand_match:eudora; title_high:0.96; model_match:15x,20x; size_ambiguous; category_exact; penalty:clearly_incompatible_variant"
3861,3914,0.7394,no_merge,Base Time Wise 3D Ivory W130,Base Time Wise 3D Beige C120,mary kay,mary kay,amazon_br,amazon_br,7500,7500,,,brand_match:mary kay; title_medium:0.79; model_match:3d; size_match:40g; pack_missing_one_side; category_exact; price_close; penalty:clearly_incompatible_variant
3065,4039,0.7394,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W160),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N190),mary kay,mary kay,amazon_br,amazon_br,7990,7000,30ml,30ml,brand_match:mary kay; title_high:0.96; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3831,4012,0.7391,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W100),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W110),mary kay,mary kay,amazon_br,amazon_br,6390,7500,30ml,30ml,brand_match:mary kay; title_high:0.98; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3804,4039,0.739,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N190),mary kay,mary kay,amazon_br,amazon_br,7990,7000,30ml,30ml,brand_match:mary kay; title_high:0.98; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3908,4039,0.739,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N190),mary kay,mary kay,amazon_br,amazon_br,7090,7000,30ml,30ml,brand_match:mary kay; title_high:0.98; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1055,1066,0.7386,no_merge,GA.MA ITALY Escova Rotativa Marula - Bivolt,GA.MA ITALY Escova Rotativa Eleganza Plus - Bivolt,ga.ma italy professional,ga.ma italy professional,amazon_br,amazon_br,37490,27989,,,brand_match:ga ma italy professional; title_high:0.91; model_match:100w; size_match:508g; pack_match:43; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
4039,4199,0.7385,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N190),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W100),mary kay,mary kay,amazon_br,amazon_br,7000,7500,30ml,30ml,brand_match:mary kay; title_high:0.96; model_match:3d; size_ambiguous; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3804,3831,0.7382,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W100),mary kay,mary kay,amazon_br,amazon_br,7990,6390,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier
2513,2927,0.7381,no_merge,VULT MEGA BASE COR V170 26ML,VULT MEGA BASE COR V270 26ML,vult,vult,amazon_br,amazon_br,1889,1889,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3080,3804,0.738,no_merge,BASE TIME WISE 3D MARY KAY (bege n190),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7500,7990,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
2457,2927,0.7378,no_merge,VULT MEGA BASE COR V220 26ML,VULT MEGA BASE COR V270 26ML,vult,vult,amazon_br,amazon_br,1889,1889,26ml,26ml,brand_match:vult; title_high:0.96; model_match:5hse; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3192,4114,0.7378,no_merge,BT PLUSH WOOD 3X1 BTO BLUSH E SOMBRA,BT PLUSH COCOA 3X1 BTO BLUSH E SOMBRA,bruna tavares,bruna tavares,amazon_br,amazon_br,7308,6990,,,brand_match:bruna tavares; title_high:0.93; model_match:3x1; color_match:marrom; shade_match:marrom; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
965,1069,0.7377,no_merge,"MONDIAL Escova Secadora By Juliette, Azul/Rosa, 1200W, Bivolt - ES-JU-03","MONDIAL Escova Alisadora By Juliette, Azul/Rosa, 36W, Bivolt - EA-JU-03",mondial,mondial,amazon_br,amazon_br,14900,12987,,,"brand_match:mondial; title_medium:0.87; model_match:127v,220v,qu4tro; color_match:rosa; shade_match:azul; pack_match:5; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size"
925,1007,0.7374,no_merge,Escova Secadora Britânia BEC02PR Bivolt 4 em 1 1300W,Escova Secadora Britânia Soft 4 em 1 1300W Bivolt BES13VD Bivolt,britânia,britânia,amazon_br,amazon_br,8009,16100,,,brand_match:britania; title_high:0.92; model_match:1300w; size_missing_one_side; pack_match:5; penalty:clearly_incompatible_variant
1223,1235,0.7373,no_merge,Karsten Toalha De Rosto Lumina - Branco Com Cinza 48 x 80 Q,Karsten Toalha de Rosto Lumina Mineral com Cinza 48 X 80,karsten,karsten,amazon_br,amazon_br,3990,3490,,,brand_match:karsten; title_high:0.92; model_match:60oc; size_ambiguous; pack_match:48; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
1696,1708,0.7371,no_merge,Sais De Banho E Espuma Para Banheira Hidro Relaxante Alecrim,Sais De Banho e Espuma para Banheira Hidro Relaxante Lavanda,bagnare cosméticos,bagnare cosméticos,amazon_br,amazon_br,7850,5995,,,"brand_match:bagnare cosmeticos; title_high:0.93; model_match:1o,2o,3o; size_ambiguous; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier"
3834,4035,0.7371,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige C110),Base liquida matte Timewise® 3D Mary kay - 30ml (Bronze W120),mary kay,mary kay,amazon_br,amazon_br,7500,7500,30ml,30ml,brand_match:mary kay; title_high:0.90; model_match:3d; size_ambiguous; pack_match:3; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3033,4159,0.7368,no_merge,NINA GLOSS LABIAL INSTANT GLOW AMETISTA,NINA GLOSS LABIAL INSTANT GLOW TURMALINA,nina makeup,nina makeup,amazon_br,amazon_br,3981,4990,,,brand_match:nina makeup; title_medium:0.87; model_match:3d; size_match:4g; pack_match:5; category_exact; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3080,3908,0.7362,no_merge,BASE TIME WISE 3D MARY KAY (bege n190),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7500,7090,,30ml,brand_match:mary kay; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close
3518,3804,0.7359,no_merge,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W180),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7484,7990,30ml,30ml,brand_match:mary kay; title_high:0.96; model_match:3d; size_ambiguous; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
3159,4114,0.7358,no_merge,BT PLUSH NUTS 3X1 BTO BLUSH E SOMBRA,BT PLUSH COCOA 3X1 BTO BLUSH E SOMBRA,bruna tavares,bruna tavares,amazon_br,amazon_br,7308,6990,,,brand_match:bruna tavares; title_high:0.93; model_match:3x1; color_match:marrom; shade_match:marrom; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
