source_id,dedupe_id,retailer,name_raw,brand_raw,price_cents,sku,dimension,canonical_name,canonical_brand,cluster_confidence,decision,explanation
3653,prod_40717c7cc8bd,amazon_br,"Conjunto de 22 ferramentas de maquiagem, incluindo esponja de maquiagem, mini esponja, tiaras, tigela de limpeza de pincéis de maquiagem, removedor de maquiagem, reutilizável, pincel de pó",generic,6489,B0FBX6VVMM,,"Conjunto de 22 ferramentas de maquiagem, incluindo esponja de maquiagem, mini esponja, tiaras, tigela de limpeza de pincéis de maquiagem, removedor de maquiagem, reutilizável, pincel de pó",generic,1.0,singleton,
3654,prod_64ae02701b7b,amazon_br,"Gloss Brilho Labial Ice Sabor Cheiro Tutti Frutti, Uva, Melancia e Cereja HotFlowers (Melancia)",genérico,2190,B0FSNVN2RY,,"Gloss Brilho Labial Ice Sabor Cheiro Tutti Frutti, Uva, Melancia e Cereja HotFlowers (Melancia)",genérico,1.0,singleton,
3655,prod_9418174fe27b,amazon_br,Batom Cremoso Mary Kay® - Edição Especial 3g (Toffee),mary kay,4385,B08K5PKG4B,3g,Batom Cremoso Mary Kay® - Edição Especial 3g (Toffee),mary kay,1.0,singleton,
3656,prod_86c2cc4137ba,amazon_br,MÁSCARA PARA SOBRANCELHAS INCOLOR PLUTÃO BY KAREN BACHINI,by karen bachini,4999,B0CCPQD2XG,,MÁSCARA PARA SOBRANCELHAS INCOLOR PLUTÃO BY KAREN BACHINI,by karen bachini,1.0,singleton,
3657,prod_ec1e84aa91a7,amazon_br,Mari Maria Gloss Glassy Lips Yummy,mari maria makeup,3590,B0FDX5SNP2,,Mari Maria Gloss Glassy Lips Yummy,mari maria makeup,1.0,singleton,
3658,prod_7eaca946676b,amazon_br,RUBY ROSE GEL TINTI FEELS MOOD HB5651 - NATURAL PEACH,ruby rose,1628,B0BK7FKZYV,,RUBY ROSE GEL TINTI FEELS MOOD HB5651 - NATURAL PEACH,ruby rose,1.0,singleton,
3659,prod_ed5d0b0e58c5,amazon_br,"Franciny Ehlke, Karen Bachini Corretivo Stick Cover Fran By Franciny Ehlke C-01",fran by franciny ehlke,4989,B09SXLB3VQ,,"Franciny Ehlke, Karen Bachini Corretivo Stick Cover Fran By Franciny Ehlke C-01",fran by franciny ehlke,1.0,singleton,
3660,prod_d720574c659d,amazon_br,Gloss labial Juicy Bomb essence cor 105 Bouncy Bubblegum,essence,1989,B0B8ZBJ2PN,,Gloss labial Juicy Bomb essence cor 105 Bouncy Bubblegum,essence,1.0,singleton,
3661,prod_716c0e350e79,amazon_br,MACRILAN U 01 PINCEL PO ULTRA ESSENCIAL,macrilan,3506,B0CHCP7TNC,,MACRILAN U 01 PINCEL PO ULTRA ESSENCIAL,macrilan,1.0,singleton,
3662,prod_5b3b6830c978,amazon_br,Blush líquido BABY GOT BLUSH essence 30 Dusty Rose,essence,3090,B0CQKGGSXJ,,Blush líquido BABY GOT BLUSH essence 30 Dusty Rose,essence,1.0,singleton,
3663,prod_1bd4845320bd,amazon_br,Belliz Puff Para Po Compacto,belliz,1182,B079VPN1T8,,Belliz Puff Para Po Compacto,belliz,1.0,singleton,
67046,prod_dd7230edd050,mercadolivre,Batom Maybelline New York Superstay Ink Crayon Drive Futu,Maybelline,14081,,,Batom Maybelline New York Superstay Ink Crayon Drive Futu,Maybelline,1.0,singleton,
3665,prod_6b75384e207d,amazon_br,Kit 3 Peça Pincel Plano P/Base Líquida Corretivo Flat Blush,genérico,1998,B0FVF53Y4R,,Kit 3 Peça Pincel Plano P/Base Líquida Corretivo Flat Blush,genérico,1.0,singleton,
3666,prod_6d6a0e63bc9e,amazon_br,CONJUNTO COM 3 ESPONJAS MAGICAS ECHOLIMP,echolimp,852,B0DVW6MF4F,,CONJUNTO COM 3 ESPONJAS MAGICAS ECHOLIMP,echolimp,1.0,singleton,
3667,prod_39f7acb23971,amazon_br,"Conjunto de pincéis Kabuki sintéticos de bambu, base em pó, corretivo, sombras, blush, cosméticos, com bolsa",generic,3965,B0F93YG9DK,,"Conjunto de pincéis Kabuki sintéticos de bambu, base em pó, corretivo, sombras, blush, cosméticos, com bolsa",generic,1.0,singleton,
3668,prod_03f62922b20e,amazon_br,"KIKO MILANO, Prime & Fix Refreshing Mist, Bruma Fixadora de Maquiagem",kiko milano,,B07VQD93J8,,"KIKO MILANO, Prime & Fix Refreshing Mist, Bruma Fixadora de Maquiagem",kiko milano,1.0,singleton,
3669,prod_da62f5a3a544,amazon_br,"Bt Batom Liq Roberta Matte, Bruna Tavares",bruna tavares,,B0CLTQRFSH,,"Bt Batom Liq Roberta Matte, Bruna Tavares",bruna tavares,1.0,singleton,
3670,prod_bea4375116fd,amazon_br,Luisance Mascara Doll Eyes Lash - - L3128 Luisanse,luisance,1889,B095V8JBBQ,,Luisance Mascara Doll Eyes Lash - - L3128 Luisanse,luisance,1.0,singleton,
3682,prod_f26724516628,amazon_br,Forever Liss Mascara Cationica 450G 450,forever liss,3671,B097KNKRZ6,450g,Forever Liss Mascara Cationica 450G 450,forever liss,1.0,singleton,
3671,prod_07f7493ccbfd,amazon_br,"Pincel profissional duplo chanfrado e escova - Linha Ultra Essencial - U10, Macrilan",macrilan,1399,B0CHC6TN75,,"Pincel profissional duplo chanfrado e escova - Linha Ultra Essencial - U10, Macrilan",macrilan,1.0,singleton,
3672,prod_feb8655e7d4d,amazon_br,"Contém1g Blush Iluminador Stick Êxtase 5,5g",contém 1 g,5406,B0DSLRFYTF,,"Contém1g Blush Iluminador Stick Êxtase 5,5g",contém 1 g,1.0,singleton,
3673,prod_0314d5a7190a,amazon_br,Ruby Kisses 3D Paleta Contour Artist Pó Rk By Kiss Light Médium,ruby kisses,4390,B07F1T4NY8,,Ruby Kisses 3D Paleta Contour Artist Pó Rk By Kiss Light Médium,ruby kisses,1.0,singleton,
3674,prod_3f4eec6c3278,amazon_br,3x Carmex Classic labial Original protetor labial,carmex,7490,B004X67G36,,3x Carmex Classic labial Original protetor labial,carmex,1.0,singleton,
3675,prod_c47ab2c90509,amazon_br,Océane – Dream Palette - Paleta De Sombras./Unica,océane,6090,B0DF2Q7GP3,,Océane – Dream Palette - Paleta De Sombras./Unica,océane,1.0,singleton,
3676,prod_ac200c387a7e,amazon_br,Magic Color Gloss Matizador 3D Morena Iluminada Doce De Leite – Efeito Loiro Médio Dourado,magic color,4654,B09HCSKJ2M,,Magic Color Gloss Matizador 3D Morena Iluminada Doce De Leite – Efeito Loiro Médio Dourado,magic color,1.0,singleton,
3677,prod_9b11f0de60fc,amazon_br,Tirtir - Base - Red Cushion 18g - 21N Ivory - BIG,tirtir,28300,B09LCMQM44,18g,Tirtir - Base - Red Cushion 18g - 21N Ivory - BIG,tirtir,1.0,singleton,
3678,prod_742ae86c8b54,amazon_br,Fs10 Base Stick Perfect Blend Ruby Rose Hbm300-1,ruby rose,1850,B0DY2S4GDH,,Fs10 Base Stick Perfect Blend Ruby Rose Hbm300-1,ruby rose,1.0,singleton,
3679,prod_16eb06dba413,amazon_br,Eudora Cc Cream Siàge Reconstrói os Fios 100ml (Nova Versão),eudora siàge,4299,B08WK9S7KS,100ml,Eudora Cc Cream Siàge Reconstrói os Fios 100ml (Nova Versão),eudora siàge,1.0,singleton,
3680,prod_a5961a157724,amazon_br,"Curvador de cílios Wet n Wild High On Lash, alça confortável",markwins,2525,B08RRLJDGM,,"Curvador de cílios Wet n Wild High On Lash, alça confortável",markwins,1.0,singleton,
3681,prod_6ad4da81a9d3,amazon_br,BLUSH ILUMINADOR HOLO PINK,dailus,3761,B0FHXCCD26,,BLUSH ILUMINADOR HOLO PINK,dailus,1.0,singleton,
67047,prod_1f0551fbedac,mercadolivre,Batom Maybelline Super Stay Ink Crayon 165 Drive The Futu,Maybelline,12992,,,Batom Maybelline Super Stay Ink Crayon 165 Drive The Futu,Maybelline,1.0,singleton,
3683,prod_644622254db8,amazon_br,"Lápis 3 Em 1 Bege Atração 1,2g Quem disse, Berenice?",quem disse berenice,2780,B0CX6ZTTBC,,"Lápis 3 Em 1 Bege Atração 1,2g Quem disse, Berenice?",quem disse berenice,1.0,singleton,
3684,prod_25c7fc96867b,amazon_br,Oceane Shine Highlight Stick Edition - Iluminador Bastao./Rose Glow 8g,océane,7190,B0FR2S92MN,8g,Oceane Shine Highlight Stick Edition - Iluminador Bastao./Rose Glow 8g,océane,1.0,singleton,
3685,prod_04cf5e98f8b3,amazon_br,Océane Oceane - Tinted Pen Océane-Caneta Labios-Nude My Lips./Nude,océane,3484,B0DHYFDCSS,,Océane Oceane - Tinted Pen Océane-Caneta Labios-Nude My Lips./Nude,océane,1.0,singleton,
3686,prod_90e38e8cb5ac,amazon_br,Tintura Creme Refectocil Castanho 3.0,refectocil,10950,B0016KTN2E,,Tintura Creme Refectocil Castanho 3.0,refectocil,1.0,singleton,
3687,prod_228b5aec8208,amazon_br,"Ruby Kisses, Ruby Kisses Contorno em Stick Contour Pop 5g Cor: Mocha Pop",ruby kisses,3499,B0DL3L4VGH,5g,"Ruby Kisses, Ruby Kisses Contorno em Stick Contour Pop 5g Cor: Mocha Pop",ruby kisses,1.0,singleton,
3693,prod_4851fbcf94f4,amazon_br,"Océane Oceane Paleta de Sombras Larissa Manoela By Océane - Glam Party Eyeshadow Palette 4,4g",océane,3133,B0D73YYX8M,,"Océane Oceane Paleta de Sombras Larissa Manoela By Océane - Glam Party Eyeshadow Palette 4,4g",océane,1.0,singleton,
67048,prod_01c76a123a95,mercadolivre,Batom Maybelline Superstay Ink Crayon Settle For More 1.2,Maybelline,13387,,,Batom Maybelline Superstay Ink Crayon Settle For More 1.2,Maybelline,1.0,singleton,
3688,prod_51482b4f798f,amazon_br,"Gloss Labial Efeito Aumenta Lábios, Big mouth, Kit com 2 nas Tons Rosa e Incolor - Kit de Maquiagem",genérico,2759,B0FP86RSV6,,"Gloss Labial Efeito Aumenta Lábios, Big mouth, Kit com 2 nas Tons Rosa e Incolor - Kit de Maquiagem",genérico,1.0,singleton,
3689,prod_32295ac35a0d,amazon_br,"Kit 10 Pincéis de Maquiagem Profissional com Estojo, Cerdas Sintéticas Macias para Base, Pó, Blush e Sombra, Completo para Iniciantes, Portátil para Viagem e Presente (Lilás)",genérico,1897,B0G2N1NMKX,,"Kit 10 Pincéis de Maquiagem Profissional com Estojo, Cerdas Sintéticas Macias para Base, Pó, Blush e Sombra, Completo para Iniciantes, Portátil para Viagem e Presente (Lilás)",genérico,1.0,singleton,
3690,prod_336fd1576451,amazon_br,"Pó Facial Translúcido Playboy Powder Microfinish Baa 03, tb, Playboy",playboy,2275,B07Q16KDQ4,,"Pó Facial Translúcido Playboy Powder Microfinish Baa 03, tb, Playboy",playboy,1.0,singleton,
3691,prod_5b1329f11769,amazon_br,"O BOTICARIO, O BOTICARIO INTENSE BOB ESPONJA LIP TINT ROSA INTENSE 5,5ml",o boticario,3900,B0D9C4FHNQ,,"O BOTICARIO, O BOTICARIO INTENSE BOB ESPONJA LIP TINT ROSA INTENSE 5,5ml",o boticario,1.0,singleton,
3692,prod_bb3e29ac93b7,amazon_br,"Conjunto de 4 esponjas de maquiagem, liquidificador, esponja profissional de beleza, base de mistura, esponja de beleza para ferramenta de maquiagem, com caixa de presente, base seca e molhada, sem",generic,2320,B0FR98PQ4J,,"Conjunto de 4 esponjas de maquiagem, liquidificador, esponja profissional de beleza, base de mistura, esponja de beleza para ferramenta de maquiagem, com caixa de presente, base seca e molhada, sem",generic,1.0,singleton,
3694,prod_cbc655760122,amazon_br,"CARE Lip Oil, Pinkish, 4,2ml",care natural beauty,6261,B0CGW47T7T,,"CARE Lip Oil, Pinkish, 4,2ml",care natural beauty,1.0,singleton,
67049,prod_cdf232fbdcfb,mercadolivre,Batom Maybelline Superstay Ink Crayon Matte Hustle In Hee,Maybelline,13155,,,Batom Maybelline Superstay Ink Crayon Matte Hustle In Hee,Maybelline,1.0,singleton,
3695,prod_752dce478b21,amazon_br,"Rk Tropicoco Bronzer - Banho de Sol, Rk By Kiss",ruby kisses,4290,B08YZS1JQW,,"Rk Tropicoco Bronzer - Banho de Sol, Rk By Kiss",ruby kisses,1.0,singleton,
3696,prod_12cc16cb0513,amazon_br,"Harry Potter Iluminador Cremoso Rosado 5g Quem Disse, Berenice?",quem disse berenice,7990,B0FNYP1KMY,5g,"Harry Potter Iluminador Cremoso Rosado 5g Quem Disse, Berenice?",quem disse berenice,1.0,singleton,
3697,prod_6c4664e48129,amazon_br,Lip Tint Batom Líquido Max Love 3 Em 1 Hidratante E Proteção Dos Lábios- Batom Blush Sombra - Cor 502,e-fcs cosméticos,990,B09V1MPXJX,,Lip Tint Batom Líquido Max Love 3 Em 1 Hidratante E Proteção Dos Lábios- Batom Blush Sombra - Cor 502,e-fcs cosméticos,1.0,singleton,
3698,prod_487ac2470ea9,amazon_br,"Batom Liquido 24 Horas - Nude 322, Max Love",max love,1390,B08FK2L9N7,,"Batom Liquido 24 Horas - Nude 322, Max Love",max love,1.0,singleton,
3699,prod_6cb1af77a354,amazon_br,Óleo labial Hydra Kiss essence 03 Pink Champagne,essence,2990,B0C78H2YNQ,,Óleo labial Hydra Kiss essence 03 Pink Champagne,essence,1.0,singleton,
67050,prod_556aae0624c4,mercadolivre,Batom Maybelline Super Stay Ink Crayon Matte 8h Apontador,Maybelline,24448,,,Batom Maybelline Super Stay Ink Crayon Matte 8h Apontador,Maybelline,1.0,singleton,
3700,prod_1848c2719c8c,amazon_br,Curvador de Cílios Mini Eyelash Curler - Klass Vough,klass vough,1677,B0B5GYCC22,,Curvador de Cílios Mini Eyelash Curler - Klass Vough,klass vough,1.0,singleton,
3701,prod_2d0ad3d41522,amazon_br,FRAN BY FRANCINY EHLKE Corretivo Stick Cover M-01,fran by franciny ehlke,5000,B09SXKYDL7,,FRAN BY FRANCINY EHLKE Corretivo Stick Cover M-01,fran by franciny ehlke,1.0,singleton,
3702,prod_2c6dc0ddb520,amazon_br,Oceane -4 Palette Edition - Paleta De Sombras./Glossy,océane,9890,B0FWKLQDWK,,Oceane -4 Palette Edition - Paleta De Sombras./Glossy,océane,1.0,singleton,
3703,prod_ee5ac6b8c3be,amazon_br,Iluminador líquido BABY GOT GLOW essence 20 Rose and Shine,essence,3183,B0CQKGYCNJ,,Iluminador líquido BABY GOT GLOW essence 20 Rose and Shine,essence,1.0,singleton,
3704,prod_c1af44fdd5fa,amazon_br,BT LIPSHAPE TAUPE BROWN,bruna tavares,5690,B0FDJB6RV1,,BT LIPSHAPE TAUPE BROWN,bruna tavares,1.0,singleton,
3705,prod_875297976837,amazon_br,Conjunto de Maquiagem para Pele com 2 Pincéis e 2 Esponjas Kit Pincel Hexagonal Kabuki Flat Achatado Para Base Esponja Gota 3D Chanfrada Cabaça para Aplicação Profissional e Precisão,genérico,5300,B0DP5G9WQN,,Conjunto de Maquiagem para Pele com 2 Pincéis e 2 Esponjas Kit Pincel Hexagonal Kabuki Flat Achatado Para Base Esponja Gota 3D Chanfrada Cabaça para Aplicação Profissional e Precisão,genérico,1.0,singleton,
67051,prod_2455779a6c4a,mercadolivre,Batom Maybelline Superstay Ink Crayon Matte Longwear,Maybelline,11993,,,Batom Maybelline Superstay Ink Crayon Matte Longwear,Maybelline,1.0,singleton,
3709,prod_fee882c1e9b3,amazon_br,BOCA ROSA STICK COR BEAGA 6G,boca rosa,6394,B0FG1Z7P7N,6g,BOCA ROSA STICK COR BEAGA 6G,boca rosa,1.0,singleton,
3710,prod_5952168acbbe,amazon_br,Pincel para Blush - Blush Brush,wet n wild,3645,B01EO2KP2M,,Pincel para Blush - Blush Brush,wet n wild,1.0,singleton,
3711,prod_769c924dda38,amazon_br,"Quem disse, Berenice? Batom Mate Alta Pigmentação Rosa Rosácia 3,8g",quem disse berenice,5290,B09ZJYM993,,"Quem disse, Berenice? Batom Mate Alta Pigmentação Rosa Rosácia 3,8g",quem disse berenice,1.0,singleton,
3712,prod_abc97ffff99e,amazon_br,HUMALIN ARG REPAIR DISPLAY 10 SACHÊS DE 12g,humalin,14000,B0BRQQPP5R,12g,HUMALIN ARG REPAIR DISPLAY 10 SACHÊS DE 12g,humalin,1.0,singleton,
3713,prod_282b28edec68,amazon_br,"Corretivo Líquido Stay Fix - HB9125 - ME100 - RUBYROSE 3,9ml",ruby rose,1729,B0BKX2CW15,,"Corretivo Líquido Stay Fix - HB9125 - ME100 - RUBYROSE 3,9ml",ruby rose,1.0,singleton,
3714,prod_1fc43d0b8d21,amazon_br,"VULT BALM LAB COL/FRUITT CARAMELO 3,5g",vult make,1948,B0FQPKC6VF,,"VULT BALM LAB COL/FRUITT CARAMELO 3,5g",vult make,1.0,singleton,
3715,prod_05460b2a315e,amazon_br,"Maquiagem Infantil, Kit, Paleta de Sombras, Pincel de maquiagem, Necessarie, Gloss Labial e Acessórios Maquiagem Para Crianças e Jovens, Presente para Meninas CN2",k11 photo design,7998,B0DFRMRK1L,,"Maquiagem Infantil, Kit, Paleta de Sombras, Pincel de maquiagem, Necessarie, Gloss Labial e Acessórios Maquiagem Para Crianças e Jovens, Presente para Meninas CN2",k11 photo design,1.0,singleton,
3716,prod_b6be5e13e175,amazon_br,Max Love Po Compacto 7,max love,1000,B07JWYK2Q3,,Max Love Po Compacto 7,max love,1.0,singleton,
3717,prod_c464a6a0a280,amazon_br,NINA GLOSS PREENCHEDOR LIP MAXIMIZER FRAMBOESA,nina makeup,4650,B0CVNCLHYK,,NINA GLOSS PREENCHEDOR LIP MAXIMIZER FRAMBOESA,nina makeup,1.0,singleton,
3718,prod_f62f9738bb8f,amazon_br,Caneta Henna Efeito Microblading Sobrancelha Castanho,beadty,1880,B0CGCBQWGR,,Caneta Henna Efeito Microblading Sobrancelha Castanho,beadty,1.0,singleton,
3719,prod_6d4921707532,amazon_br,Pó Mineral Finalizador solto Acabamento Acetinado Mary Kay® 8g (Medium Ivory (Ivory 2)),mary kay,8000,B0B354GC7W,8g,Pó Mineral Finalizador solto Acabamento Acetinado Mary Kay® 8g (Medium Ivory (Ivory 2)),mary kay,1.0,singleton,
3720,prod_fc57aaa2d4a1,amazon_br,Base Time Wise 3D Beige N200,mary kay,7284,B08YHCZNP2,,Base Time Wise 3D Beige N200,mary kay,1.0,singleton,
67052,prod_103bd4f465fe,mercadolivre,Batom Maybelline Super Stay Ink Crayon Matte Chase Dreams,Maybelline,22192,,,Batom Maybelline Super Stay Ink Crayon Matte Chase Dreams,Maybelline,1.0,singleton,
3721,prod_5e480ff0f88a,amazon_br,Macrilan Kit Placa E Espátula Para Maquiagem - Ac-04,macrilan,2399,B08FY8HF5M,,Macrilan Kit Placa E Espátula Para Maquiagem - Ac-04,macrilan,1.0,singleton,
3722,prod_67ee2d0cd5d1,amazon_br,Pó Solto Para Área dos Olhos Soft Eye Cor 02 Médio LF Pro,lfpro,13690,B0DVPYKPQD,,Pó Solto Para Área dos Olhos Soft Eye Cor 02 Médio LF Pro,lfpro,1.0,singleton,
3723,prod_be98fef84ca4,amazon_br,GREENCHILLI FRAN BY FRANCINY EHLKE EDIÇÃO LIMITADA,fran by franciny ehlke,5390,B0CXVG7XSF,,GREENCHILLI FRAN BY FRANCINY EHLKE EDIÇÃO LIMITADA,fran by franciny ehlke,1.0,singleton,
3724,prod_45341f4efe3b,amazon_br,MELU - AQUA TINTA BEIJO TROPICAL MADE IN LARANJA COM ACEROLA RRL6602-3,melu,2250,B0FQ7SXYN6,,MELU - AQUA TINTA BEIJO TROPICAL MADE IN LARANJA COM ACEROLA RRL6602-3,melu,1.0,singleton,
3725,prod_37fabd07d97d,amazon_br,MAX LOVE LIP OIL NUDE GLOSS 24H COR 801 5ML,max love,1390,B0DP5LBNKL,5ml,MAX LOVE LIP OIL NUDE GLOSS 24H COR 801 5ML,max love,1.0,singleton,
3778,prod_53ced1ca67fd,amazon_br,Vult Soleil Sunset Pó Compacto Duo Blush e Bronzer 6g,vult,3059,B0FLF9GMPJ,6g,Vult Soleil Sunset Pó Compacto Duo Blush e Bronzer 6g,vult,1.0,singleton,
3726,prod_7ba156961b54,amazon_br,Blush Compacto Sunset Sunny Cheeks Mari Maria,mari maria makeup,4390,B0F491C89K,,Blush Compacto Sunset Sunny Cheeks Mari Maria,mari maria makeup,1.0,singleton,
3727,prod_4d2fdcb7ae39,amazon_br,Lápis labial ponta de feltro STAIN! TATTOO essence 01 Everyone's Nude-Pink,essence,2190,B0DQTQTBKH,,Lápis labial ponta de feltro STAIN! TATTOO essence 01 Everyone's Nude-Pink,essence,1.0,singleton,
3728,prod_0d6abd179d35,amazon_br,Batom Liquido 24H Confort - Max Love - Cor 723,max love,1400,B0C3FSNYMD,,Batom Liquido 24H Confort - Max Love - Cor 723,max love,1.0,singleton,
3729,prod_c544a09191cd,amazon_br,"Kit de Pincéis de Maquiagem 13 Peças Profissional, Cerdas Sintéticas,Para Base, Blush, Sombra, Delineador, Lábios",genérico,2499,B0DP4581JJ,,"Kit de Pincéis de Maquiagem 13 Peças Profissional, Cerdas Sintéticas,Para Base, Blush, Sombra, Delineador, Lábios",genérico,1.0,singleton,
3730,prod_2731254dbc28,amazon_br,"Eudora Niina Secrets Hidra Balm Rosa 3,2g",eudora,2890,B0CMRWNNR2,,"Eudora Niina Secrets Hidra Balm Rosa 3,2g",eudora,1.0,singleton,
3731,prod_1913f1e8f17c,amazon_br,BASE MATE REAL FILTER FRAN BY FRANCINY EHLKE C-01,fran by franciny ehlke,6200,B09RYMP2VF,,BASE MATE REAL FILTER FRAN BY FRANCINY EHLKE C-01,fran by franciny ehlke,1.0,singleton,
3732,prod_c6cb37781a6e,amazon_br,Macrilan Kit Com 20 Pincéis Profissional Para Maquiagem - Kp20 –,macrilan,12000,B0C6YQN9H9,,Macrilan Kit Com 20 Pincéis Profissional Para Maquiagem - Kp20 –,macrilan,1.0,singleton,
3733,prod_5708a4477f9c,amazon_br,Corretivo Camuflagem A2 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,catharine hill,4390,B0D9R3GV4V,,Corretivo Camuflagem A2 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,catharine hill,1.0,singleton,
3734,prod_49db077f2c0e,amazon_br,"Maquiagem Infantil, Paleta de Sombras e Brilho Labial Batom Morango, Presente Para Crianças, Maquiagem Juvenil, Modelo Rosa",k11 photo design,4199,B0DFRCL7QH,,"Maquiagem Infantil, Paleta de Sombras e Brilho Labial Batom Morango, Presente Para Crianças, Maquiagem Juvenil, Modelo Rosa",k11 photo design,1.0,singleton,
3735,prod_35cb7abb1386,amazon_br,"O BOTICARIO BATOM HIDRATANTE CREMOSO INTENSE NUDE120 3,8g",o boticario,2990,B08YRSS1C3,,"O BOTICARIO BATOM HIDRATANTE CREMOSO INTENSE NUDE120 3,8g",o boticario,1.0,singleton,
3736,prod_cf1861ab4d63,amazon_br,EUDORA GLAM BATOM LÍQUIDO MATTE TINT VERMELHO RADIANTE 4 ML,eudora,3290,B0C8KTZZ7T,4ml,EUDORA GLAM BATOM LÍQUIDO MATTE TINT VERMELHO RADIANTE 4 ML,eudora,1.0,singleton,
3737,prod_b14d0f68cf3c,amazon_br,Esponja Stay Fix Twofix Blend HBS03 Ruby Rose,ruby rose,1997,B0CN73BTMK,,Esponja Stay Fix Twofix Blend HBS03 Ruby Rose,ruby rose,1.0,singleton,
3738,prod_aad54f53af7d,amazon_br,CAMUFLAGEM EM PÓ - MOSH,makiê,9831,B0B435XJ57,,CAMUFLAGEM EM PÓ - MOSH,makiê,1.0,singleton,
3739,prod_acfa9d2d3090,amazon_br,Pó Solto Ultrafino Rosa 15g - Dailus,dailus,4490,B0DJ3PSCMG,15g,Pó Solto Ultrafino Rosa 15g - Dailus,dailus,1.0,singleton,
3740,prod_526a33f6b77f,amazon_br,Pó Solto Translúcido Glass Hb864 Ruby Rose,ruby rose,3486,B0DGZL7GW6,,Pó Solto Translúcido Glass Hb864 Ruby Rose,ruby rose,1.0,singleton,
3741,prod_e96d256ae8de,amazon_br,Eudora Glam Batom Líquido Matte Tint Vinho Sublime 4 Ml,eudora,3990,B0CGSPRS2H,4ml,Eudora Glam Batom Líquido Matte Tint Vinho Sublime 4 Ml,eudora,1.0,singleton,
3742,prod_3387d4b96472,amazon_br,"Protetor Labial Hidratante Nivea 4,8G Lip Care Essencial",nivea,1989,B001E97B3U,,"Protetor Labial Hidratante Nivea 4,8G Lip Care Essencial",nivea,1.0,singleton,
3779,prod_c83d932bc36e,amazon_br,Primer jelly GRIP HYDRATING PRIMER essence,essence,3031,B0CQKFTGH1,,Primer jelly GRIP HYDRATING PRIMER essence,essence,1.0,singleton,
67053,prod_59ee6d7e4311,mercadolivre,Batom Maybelline Superstay Ink Crayon Matte Seek Adventure,Maybelline,14081,,,Batom Maybelline Superstay Ink Crayon Matte Seek Adventure,Maybelline,1.0,singleton,
67054,prod_cbb57af7c96c,mercadolivre,Batom Maybelline Superstay Ink Crayon Matte Longwear,Maybelline,12629,,,Batom Maybelline Superstay Ink Crayon Matte Longwear,Maybelline,1.0,singleton,
3743,prod_e0002a6b9097,amazon_br,Máquina de limpeza de pincéis de maquiagem limpador de pincéis de maquiagem elétrico limpador de pincéis cosméticos automático com escova limpa tapete giratório limpador de pincéis de maquiagem,yuliana,2490,B0CPV5JB8P,,Máquina de limpeza de pincéis de maquiagem limpador de pincéis de maquiagem elétrico limpador de pincéis cosméticos automático com escova limpa tapete giratório limpador de pincéis de maquiagem,yuliana,1.0,singleton,
3744,prod_cf294fc7247e,amazon_br,Boca Rosa - Stick Pele Br30 12G,boca rosa,5990,B0DJHCG34N,12g,Boca Rosa - Stick Pele Br30 12G,boca rosa,1.0,singleton,
3745,prod_47d5054edf44,amazon_br,Lápis labial ponta de feltro STAIN! TATTOO essence 02 Must Have Brown,essence,2990,B0DQTW2Q2D,,Lápis labial ponta de feltro STAIN! TATTOO essence 02 Must Have Brown,essence,1.0,singleton,
3746,prod_a59b456bed54,amazon_br,BT LIPSHAPE WARM BROWN,bruna tavares,4900,B0FDJ1HQLL,,BT LIPSHAPE WARM BROWN,bruna tavares,1.0,singleton,
3747,prod_22e6d8abb719,amazon_br,Boca Rosa - Stick Pele Br15 12G,boca rosa,6090,B0DJHCF4HH,12g,Boca Rosa - Stick Pele Br15 12G,boca rosa,1.0,singleton,
3748,prod_1bbb8b7b99d2,amazon_br,Tinta Para Sobrancelhas Refectocil Castanho Claro N° 3.1 15ml + Acessórios,refectocil,10155,B0CBQP6S37,15ml,Tinta Para Sobrancelhas Refectocil Castanho Claro N° 3.1 15ml + Acessórios,refectocil,1.0,singleton,
3749,prod_87b75108d60b,amazon_br,"Makup Beauty MAKUP Brow Me, Eyebrow Sculpt Gel + Wax Hybrid, Vegan, Paraben Free",makup beauty,12489,B0B452K9YT,,"Makup Beauty MAKUP Brow Me, Eyebrow Sculpt Gel + Wax Hybrid, Vegan, Paraben Free",makup beauty,1.0,singleton,
3750,prod_663b8a418c41,amazon_br,"Ruby Rose Lip Gloss Brilhante Bonfire, 4,5g, HB82345N",genérico,1284,B0FWD7BX5S,,"Ruby Rose Lip Gloss Brilhante Bonfire, 4,5g, HB82345N",genérico,1.0,singleton,
3751,prod_e93014442262,amazon_br,Generic Conjunto de 4 esponjas de maquiagem - esponja de beleza profissional - mistura de base - sem látex - uso seco/molhado - acessórios de maquiagem cosméticos,generic,2354,B0DJ8M3QFD,,Generic Conjunto de 4 esponjas de maquiagem - esponja de beleza profissional - mistura de base - sem látex - uso seco/molhado - acessórios de maquiagem cosméticos,generic,1.0,singleton,
3752,prod_edfb10d71be3,amazon_br,Corretivo Líquido Camuflagem Vizzela Verde 5g,vizzela,5990,B0CQKK6K38,5g,Corretivo Líquido Camuflagem Vizzela Verde 5g,vizzela,1.0,singleton,
